Kliestina;294;157;53,4;157;154
Kostolec;200;107;53,5;107;107
Male Lednice;426;254;59,62;254;253
Papradno;2 051;1 085;52,9;1 083;1 074
Plevnik - Drienove;1 340;756;56,41;756;748
Pocarova;121;81;66,94;81;81
Podskalie;118;81;68,64;81;81
Povazska Bystrica;32 849;17 051;51,9;17 050;16 949
Precin;1 190;659;55,37;659;657
Pruzina;1 600;790;49,37;790;780
Sadocne;138;82;59,42;82;77
Slopna;382;219;57,32;219;219
Stupne;561;295;52,58;295;290
Sverepec;1 049;561;53,47;561;558
Udica;1 834;980;53,43;979;975
Vrchtepla;222;148;66,66;148;148
Zaskalie;150;75;50;75;74
Belusa;5 073;2 729;53,79;2 729;2 717
Dohnany;1 482;780;52,63;780;774
Dolna Breznica;792;374;47,22;374;374
Dolne Kockovce;1 024;606;59,17;606;603
Horna Breznica;420;202;48,09;202;198
Horovce;690;357;51,73;357;350
Kvasov;525;226;43,04;226;225
Lazy pod Makytou;1 111;536;48,24;536;533
Lednica;786;322;40,96;322;319
Lednicke Rovne;3 308;1 715;51,84;1 715;1 706
Luky;757;424;56,01;424;417
Lysa pod Makytou;1 697;875;51,56;875;870
Mestecko;428;234;54,67;234;230
Mojtin;394;201;51,01;201;199
Nimnica;631;366;58;366;359
Puchov;14 706;7 717;52,47;7 711;7 675
Strezenice;795;436;54,84;436;434
Visolaje;766;417;54,43;417;416
Vydrna;268;128;47,76;128;127
Zariecie;587;319;54,34;319;318
Zubak;707;313;44,27;313;308
Bosany;3 411;1 692;49,6;1 692;1 674
Brodzany;729;438;60,08;438;438
Hradiste;829;477;57,53;477;475
Chynorany;2 224;1 237;55,62;1 236;1 223
Jeskova Ves;410;222;54,14;222;219
Klatova Nova Ves;1 349;742;55;742;740
Kolacno;740;410;55,4;410;410
Krasno;449;270;60,13;270;270
Livina;93;55;59,13;55;55
Livinske Opatovce;218;114;52,29;114;114
Male Krstenany;441;229;51,92;229;227
Male Uherce;641;354;55,22;354;350
Nadlice;503;259;51,49;259;257
Nedanovce;506;308;60,86;308;307
Ostratice;663;316;47,66;316;315
Partizanske;18 533;9 099;49,09;9 096;9 053
Pazit;393;216;54,96;216;215
Skacany;1 088;566;52,02;566;563
Turcianky;127;75;59,05;75;74
Velke Krstenany;485;226;46,59;226;224
Velke Uherce;1 660;897;54,03;895;892
Velky Kliz;773;422;54,59;422;419
Zabokreky nad Nitrou;1 383;759;54,88;759;756
Bojnice;4 327;2 820;65,17;2 817;2 809
Bystricany;1 526;814;53,34;814;808
Cigel;1 018;669;65,71;669;667
Cavoj;448;241;53,79;241;239
Cerenany;1 432;742;51,81;742;739
Diviacka Nova Ves;1 482;799;53,91;799;793
Diviaky nad Nitricou;1 460;770;52,73;770;763
Dlzin;154;90;58,44;90;90
Dolne Vestenice;2 215;1 205;54,4;1 205;1 202
